Country-Region-City,Latitude,Longitude
"OMAN,_,_",21.38363721,57.08642394
"PAKISTAN,AZAD JAMMU AND KASHMIR,AZAD KASHMIR",33.93808,73.76456
"PAKISTAN,AZAD JAMMU AND KASHMIR,MUZAFARABAD",34.37144283,73.47102156
"PAKISTAN,KARACHI,KARACHI",24.870862,67.114544
"PAKISTAN,KHYBER PAKHTUNKHWA,ABBOTTABAD",34.192591,73.235026
"PAKISTAN,KHYBER PAKHTUNKHWA,HARIPUR HAZARA",32.81013604,74.26869309
"PAKISTAN,KHYBER PAKHTUNKHWA,PESHAWAR",34.0114,71.564542
"PAKISTAN,KHYBER PAKHTUNKHWA,SWAT",35.2078295,72.5485115
"PAKISTAN,PUNJAB,ABBOTTABAD",34.192591,73.235026
"PAKISTAN,PUNJAB,BAHAWALPUR",29.396233,71.68687
"PAKISTAN,PUNJAB,BHAKKAR",33.28533614,73.16980932
"PAKISTAN,PUNJAB,BHAWALPUR",29.396233,71.68687
"PAKISTAN,PUNJAB,FAISALABAD",31.41547,73.0908
"PAKISTAN,PUNJAB,GUJRANWALA",32.154687,74.180358
"PAKISTAN,PUNJAB,GUJRAT",32.56867823,74.07148099
"PAKISTAN,PUNJAB,KASUR",31.11687846,74.44803983
"PAKISTAN,PUNJAB,KOHAT",33.59671441,71.43999439
"PAKISTAN,PUNJAB,LAHORE",31.497754,74.360106
"PAKISTAN,PUNJAB,MULTAN",30.173475,71.469003
"PAKISTAN,PUNJAB,PESHAWAR",34.0114,71.564542
"PAKISTAN,PUNJAB,RAHIM YAR KHAN",28.4140835,70.3040027
"PAKISTAN,PUNJAB,SARGODHA",32.077773,72.672227
"PAKISTAN,PUNJAB,SHEIKHUPURA",31.70852854,73.9864014
"PAKISTAN,SINDH,MIRPUR MATHELO",28.02246853,69.55215527
"PAKISTAN,_,_",29.0,69.0
"PAPUA NEW GUINEA,EASTERN HIGHLANDS PROVINCE,GOROKA",-6.072926038,145.3943813
"PAPUA NEW GUINEA,EASTERN HIGHLANDS PROVINCE,_",-6.5,145.66667
"PAPUA NEW GUINEA,MADANG PROVINCE,MADANG",-5.16667,145.33333
"PAPUA NEW GUINEA,SOUTHERN HIGHLANDS PROVINCE,TARI",-5.845239956,142.946622
"PERU,AMAZON,IQUITOS",-3.749,-73.2458
"PERU,COAST,LIMA",-12.0,-76.8333
"PERU,COAST,PIURA",-5.1949,-80.6323
"PERU,SAN MARCOS,_",-9.5241,-77.1572
"PERU,SIERRA,ABANCAY",-13.6373,-72.8789
"PERU,SIERRA,AREQUIPA",-16.3999,-71.537
"PERU,SIERRA,CUZCO",-13.5300193,-71.9392491
"PERU,SIERRA,HUANCAYO",-12.0762,-75.2063
"PERU,_,LIMA",-12.0,-76.8333
"POLAND,DOLNO-SLASKIE,BOLESLAWIEC",51.26667,15.56667
"POLAND,DOLNO-SLASKIE,SWIDNICA",50.84611,16.49139
"POLAND,DOLNO-SLASKIE,WROCLAW",51.10773,17.03533
"POLAND,DOLNOSLASKIE,JELENIA GORA",50.9,15.73333
"POLAND,DOLNOSLASKIE,KATOWICE",50.25,19.0
"POLAND,DOLNOSLASKIE,LEGNICA",51.21667,16.16667
"POLAND,DOLNOSLASKIE,LUBIN",51.4,16.2
"POLAND,DOLNOSLASKIE,SWIDNICA",50.84611,16.49139
"POLAND,DOLNOSLASKIE,TRZEBNICA",51.305,17.06139
"POLAND,DOLNOSLASKIE,WALBRZYCH",50.76667,16.28333
"POLAND,DOLNOSLASKIE,WROCLAW",51.10773,17.03533
"POLAND,KUJAWSKO-POMORSKIE,BYDGOSZCZ",53.11667,18.0
"POLAND,KUJAWSKO-POMORSKIE,GRUDZIADZ",53.4925,18.77611
"POLAND,KUJAWSKO-POMORSKIE,INOWROCLAW",52.79583,18.26111
"POLAND,KUJAWSKO-POMORSKIE,TORUN",53.01667,18.61667
"POLAND,KUJAWSKO-POMORSKIE,WLOCLAWEK",52.65,19.05
"POLAND,LODZKIE,BELCHATOW",51.36667,19.36667
"POLAND,LODZKIE,LODZ",51.75949,19.45851
"POLAND,LODZKIE,RADOMSKO",51.074757,19.437912
"POLAND,LODZKIE,SKIERNIEWICE",51.967386,20.15039
"POLAND,LUBELSKIE,BILGORAJ",50.55,22.73333
"POLAND,LUBELSKIE,LUBLIN",51.23333,22.56667
"POLAND,LUBUSKIE,ZIELONA GORA",51.93972,15.505
"POLAND,MALOPOLSKIE,CZESTOCHOWA",50.8,19.11667
"POLAND,MALOPOLSKIE,GORLICE",49.66667,21.16667
"POLAND,MALOPOLSKIE,KRAKOW",50.06667,19.95
"POLAND,MALOPOLSKIE,MYSLENICE",49.83333,19.93333
"POLAND,MALOPOLSKIE,NOWY SACZ",49.62389,20.69722
"POLAND,MALOPOLSKIE,OSWIECIM",50.03333,19.23333
"POLAND,MALOPOLSKIE,TARNOW",50.0125,20.98861
"POLAND,MALOPOLSKIE,WADOWICE",49.88333,19.5
"POLAND,MAZOWIECKIE,CIECHANOW",52.86667,20.63333
"POLAND,MAZOWIECKIE,DZIEKANOW LESNY",52.3524,20.8512
"POLAND,MAZOWIECKIE,GRODZISK MAZOWIECKI",52.10889,20.625
"POLAND,MAZOWIECKIE,MLAWA",53.112987,20.399294
"POLAND,MAZOWIECKIE,OSTROW MAZOWIECKA",52.8,21.9
"POLAND,MAZOWIECKIE,PLOCK",52.55,19.7
"POLAND,MAZOWIECKIE,RADOM",51.40361,21.15667
"POLAND,MAZOWIECKIE,WARSZAWA",52.239266,21.051293
"POLAND,MAZOWIECKIE,WOLOMIN",52.35,21.23333
"POLAND,MAZOWIECKIE,WYSZKOW",52.59333,21.46
"POLAND,OPOLSKIE,KEDZIERZYN-KOZLE",50.33333,18.2
"POLAND,OPOLSKIE,OPOLE",50.66667,17.93333
"POLAND,PODKARPACKIE,JASLO",49.73333,21.46667
"POLAND,PODKARPACKIE,KROSNO",49.68333,21.75
"POLAND,PODKARPACKIE,LANCUT",50.081645,22.228856
"POLAND,PODKARPACKIE,MIELEC",50.28333,21.43333
"POLAND,PODKARPACKIE,PRZEWORSK",50.06667,22.5
"POLAND,PODKARPACKIE,RZESZOW",50.05,22.0
"POLAND,PODLASKIE,BIALYSTOK",53.11667,23.16667
"POLAND,PODLASKIE,LOMZA",53.16667,22.08333
"POLAND,PODLASKIE,SUWALKI",54.08333,22.93333
"POLAND,POMORSKIE,ELBLAG",54.16667,19.4
"POLAND,POMORSKIE,GDANSK",54.36667,18.63333
"POLAND,POMORSKIE,KOSCIERZYNA",54.11667,17.98333
"POLAND,POMORSKIE,STAROGARD GDANSKI",53.96633975,18.53295375
"POLAND,POMORSKIE,WEJHEROWO",54.6,18.25
"POLAND,SLASKIE,BIELSKO-BIALA",49.8225,19.04444
"POLAND,SLASKIE,BYTOM",50.365409,18.84819
"POLAND,SLASKIE,CHORZOW",50.3,18.95
"POLAND,SLASKIE,JASTRZEBIE ZDROJ",49.95,18.58333
"POLAND,SLASKIE,KATOWICE",50.25,19.0
"POLAND,SLASKIE,RACIBORZ",50.08333,18.23333
"POLAND,SLASKIE,SOSNOWIEC",50.3,19.16667
"POLAND,SLASKIE,TYCHY",50.16667,19.0
"POLAND,SLASKIE,ZORY",50.05,18.7
"POLAND,SWIETOKRZYSKIE,KIELCE",50.8725,20.63194
"POLAND,WARMINSKO-MAZURSKIE,BARTOSZYCE",54.25,20.8
"POLAND,WARMINSKO-MAZURSKIE,ELBLAG",54.16667,19.4
"POLAND,WARMINSKO-MAZURSKIE,ELK",53.81667,22.35
"POLAND,WARMINSKO-MAZURSKIE,OLSZTYN",53.78333,20.48333
"POLAND,WIELKOPOLSKIE,KOLO",52.2116415,18.6306805
"POLAND,WIELKOPOLSKIE,KONIN",52.21667,18.26667
"POLAND,WIELKOPOLSKIE,KOSCIAN",52.08333,16.65
"POLAND,WIELKOPOLSKIE,OSTROW WIELKOPOLSKI",51.646912,17.804186
"POLAND,WIELKOPOLSKIE,POZNAN",52.4,16.91667
"POLAND,ZACHODNIO-POMORSKIE,GRYFICE",53.91757,15.207485
"POLAND,ZACHODNIO-POMORSKIE,KOLOBRZEG",54.16667,15.56667
"POLAND,ZACHODNIO-POMORSKIE,SZCZECIN",53.42472,14.55528
"QATAR,DOHA,_",25.2867,51.5333
"QATAR,_,DOHA",25.2867,51.5333
"QATAR,_,_",25.3150785,51.191201
"RUSSIAN FEDERATION,LENINGRAD OBLAST,LENINGRAD OBLAST",60.05,31.75
"RUSSIAN FEDERATION,MOSCOW,MOSCOW",55.761035,37.536004
"RUSSIAN FEDERATION,ORYOL OBLAST,ORYOL",52.96667,36.08333
"RUSSIAN FEDERATION,PSKOV OBLAST,PSKOV",57.81667,28.33333
"RUSSIAN FEDERATION,REPUBLIC OF KARELIA,PETROZAVODSK",61.78333,34.35
"RUSSIAN FEDERATION,ST. PETERSBURG,ST. PETERSBURG",59.95,30.31667
"SENEGAL,REGION DE DAKAR,DAKAR",14.712019,-17.457171
"SLOVENIA,JESENICE,HRUSICA",45.5374239,14.121336
"SLOVENIA,JESENICE,JESENICE",46.43657,14.06017
"SLOVENIA,JESENICE,KRANJ",46.23333,14.36667
"SLOVENIA,KOPER,KOPER",45.54653,13.72944
"SLOVENIA,KOPER,_",45.54653,13.72944
"SLOVENIA,LJUBLJANA,BLAGOVICA",46.1764873,14.80739819
"SLOVENIA,LJUBLJANA,BLEJSKA DOBRAVA",46.4467813,15.64215906
"SLOVENIA,LJUBLJANA,BREZOVICA",45.947868,14.418007
"SLOVENIA,LJUBLJANA,DOMZALE",46.13333,14.6
"SLOVENIA,LJUBLJANA,GROSUPLJE",45.95513,14.6562
"SLOVENIA,LJUBLJANA,HRUSEVJE",45.761765,14.11127146
"SLOVENIA,LJUBLJANA,IVANCNA GORICA",45.93739,14.80294
"SLOVENIA,LJUBLJANA,KAMNIK",46.22583,14.61194
"SLOVENIA,LJUBLJANA,KRANJ",46.23333,14.36667
"SLOVENIA,LJUBLJANA,KRSKO",45.95896,15.49216
"SLOVENIA,LJUBLJANA,LITIJA",46.05647,14.83031
"SLOVENIA,LJUBLJANA,LJUBLJANA",46.05,14.51667
"SLOVENIA,LJUBLJANA,LUKOVICA",46.16833,14.68917
"SLOVENIA,LJUBLJANA,NOTRANJE GORICE",46.70280505,16.14441775
"SLOVENIA,LJUBLJANA,PETROVCE",46.24570985,15.18833731
"SLOVENIA,LJUBLJANA,PLANINA",46.5502523,15.2187379
"SLOVENIA,LJUBLJANA,POLHOV GRADEC",46.06853805,14.3125821
"SLOVENIA,LJUBLJANA,POSTOJNA",45.76667,14.21667
"SLOVENIA,LJUBLJANA,PRESTRANEK",46.16945849,14.6940764
"SLOVENIA,LJUBLJANA,SENTVID PRI STICNI",45.9517282,14.840993
"SLOVENIA,LJUBLJANA,SKOFJA LOKA",46.16667,14.3
"SLOVENIA,LJUBLJANA,SKOFLJICA",45.9876,14.57249
"SLOVENIA,LJUBLJANA,SMARTNO PRI LITIJI",46.05,14.85
"SLOVENIA,LJUBLJANA,STORE",46.22167,15.31111
"SLOVENIA,LJUBLJANA,VELENJE",46.36667,15.11667
"SLOVENIA,LJUBLJANA,VISNJA GORA",46.2073672,14.55098321
"SLOVENIA,LJUBLJANA,VRHNIKA",45.9661,14.2956
"SLOVENIA,LJUBLJANA,ZALEC",46.251,15.16394
"SLOVENIA,LJUBLJANA,ZIRI",46.050594,14.11026
"SLOVENIA,LJUBLJANA,_",46.05,14.51667
"SLOVENIA,MARIBOR,KOG",46.46280975,16.24784439
"SLOVENIA,MARIBOR,MARIBOR",46.55,15.63333
"SLOVENIA,MARIBOR,PRAGERSKO",46.395396,15.6617405
"SLOVENIA,MARIBOR,SPODNJI DUPLEK",46.51667,15.76667
"SLOVENIA,MURSKA SOBOTA,BOGOJINA",46.67872865,16.2801721
"SLOVENIA,MURSKA SOBOTA,LENDAVA",46.56667,16.45
"SLOVENIA,MURSKA SOBOTA,MALA NEDELJA",46.52295765,16.05313921
"SLOVENIA,NOVA GORICA,KOMEN",45.8168,13.7455
"SLOVENIA,NOVO MESTO,CRNOMELJ",45.56667,15.18333
"SLOVENIA,NOVO MESTO,KOCEVJE",45.63972,14.86139
"SLOVENIA,NOVO MESTO,METLIKA",45.65108,15.31477
"SLOVENIA,NOVO MESTO,MIRNA PEC",45.85798,15.08756
"SLOVENIA,NOVO MESTO,NOVO MESTO",45.79806,15.16278
"SLOVENIA,NOVO MESTO,SENTJERNEJ",45.83333,15.33333
"SLOVENIA,NOVO MESTO,SKOFLJICA",45.9876,14.57249
"SLOVENIA,NOVO MESTO,SMARJESKE TOPLICE",46.1215687,15.20449451
"SLOVENIA,NOVO MESTO,TREBELNO",46.2472774,14.7001689
"SLOVENIA,NOVO MESTO,TREBNJE",45.91038,15.00863
"SLOVENIA,NOVO MESTO,_",45.79806,15.16278
"SLOVENIA,POSTOJNA,ILIRSKA BISTRICA",45.56667,14.23333
"SLOVENIA,SLOVENJ GRADEC,DRAVOGRAD",46.5833,15.0333
"SLOVENIA,SLOVENJ GRADEC,NAZARJE",46.285705,14.920309
"SLOVENIA,SLOVENJ GRADEC,VELENJE",46.36667,15.11667
"SLOVENIA,TRBOVLJE,DOBOVEC",46.275976,15.865814
"SLOVENIA,_,_",46.16945849,14.6940764
"SOUTH AFRICA,AGINCOURT,_",-34.072914,18.563974
"SOUTH AFRICA,EASTERN CAPE,_",-32.0,27.0
"SOUTH AFRICA,ESTERN CAPE,EAST LONDON",-33.0154,27.904
"SOUTH AFRICA,FREE STATE,PARYS",-26.9033,27.4573
"SOUTH AFRICA,FREE STATE,_",-29.11851,26.21634
"SOUTH AFRICA,GAUTENG,BEZVALLEY",-26.203165,28.031315
"SOUTH AFRICA,GAUTENG,EERSTERUS",-25.7055,28.3149
"SOUTH AFRICA,GAUTENG,FREEDOM PARK",-25.764568,28.187921
"SOUTH AFRICA,GAUTENG,HIGHLANDS NORTH",-26.14,28.07
"SOUTH AFRICA,GAUTENG,JOHANNESBURG",-26.1633,28.0328
"SOUTH AFRICA,GAUTENG,MEADOWLANDS",-26.218808,27.891534
"SOUTH AFRICA,GAUTENG,PRETORIA",-25.7484,28.154
"SOUTH AFRICA,GAUTENG,SOWETO",-26.2678,27.8585
"SOUTH AFRICA,GAUTENG,_",-26.0,28.0
"SOUTH AFRICA,KWAZULU NATAL,DURBAN",-29.8579,31.0292
"SOUTH AFRICA,KWAZULU NATAL,_",-29.0,31.0
"SOUTH AFRICA,LIMPOPO,_",-24.0,29.5
"SOUTH AFRICA,MPUMALANGA,NELSPRRUIT",-25.439747,30.965439
"SOUTH AFRICA,MPUMALANGA,_",-26.0,30.0
"SOUTH AFRICA,NORTH WEST,RUSTENBURG",-25.6602,27.3316
"SOUTH AFRICA,NORTH WEST,_",-27.0,26.0
"SOUTH AFRICA,NORTHERN CAPE,_",-30.0,22.0
"SOUTH AFRICA,SOWETO,_",-26.2678,27.8585
"SOUTH AFRICA,WESTERN CAPE,CAPE TOWN",-33.9351,18.4289
"SOUTH AFRICA,WESTERN CAPE,HOUTBAY",-26.203165,28.031315
"SOUTH AFRICA,WESTERN CAPE,LOTUS RIVER",-34.0378,18.5171
"SOUTH AFRICA,WESTERN CAPE,VALHALLA PARK",-33.95,18.57
"SOUTH AFRICA,WESTERN CAPE,_",-34.0,20.0
"SPAIN,CATALONIA,BARCELONA",41.3825,2.17694
"SWEDEN,GOTHENBURG,_",57.70694,11.96667
"TAIWAN,_,_",24.0,121.0
"THAILAND,BANGKOK,BANGKOK",13.75,100.51667
"THAILAND,TAK,MAE SOT",16.71009,98.57071
"THE GAMBIA,CENTRAL RIVER REGION,BANSANG",13.43577394,-14.65878826
"THE GAMBIA,KANIFING MUNICIPAL COUNCIL,FAJIKUNDA",13.44452552,-15.91285448
"THE GAMBIA,KANIFING MUNICIPAL COUNCIL,KANIFING",13.45376803,-16.67482071
"THE GAMBIA,UPPER RIVER REGION,BASSE",13.44452552,-15.91285448
"THE GAMBIA,UPPER RIVER REGION,_",13.39444,-14.17528
"THE GAMBIA,WEST COAST REGION,SIBANOR",13.20593907,-16.19350467
"THE GAMBIA,WESTERN REGION,BANJUL",13.45306,-16.5775
"THE GAMBIA,WESTERN REGION,BWIAM",13.23010028,-16.08249323
"THE GAMBIA,WESTERN REGION,FAJARA",13.46897986,-16.6914043
"THE GAMBIA,WESTERN REGION,SIBANOR",13.20593907,-16.19350467
"THE GAMBIA,WESTERN REGION,SUKUTA",13.40853,-16.733581
"THE GAMBIA,_,_",13.44452552,-15.91285448
"TOGO,COMMUNE DE LOME,LOME",6.125845902,1.224932671
"TOGO,SAVANES,DAPAONG",10.86893874,0.204969384
"TRINIDAD AND TOBAGO,_,_",10.46864301,-61.25317573
"TURKEY,AEGEAN,IZMIR",38.43333,27.15
"TURKEY,CENTRAL ANATOLIA,ANKARA",39.86667,32.86667
"TURKEY,IZMIR,_",38.43333,27.15
"UNITED STATES,CALIFORNIA,_",37.07435959,-119.6993752
"UNITED STATES,COLORADO,_",39.190246,-105.6049974
"UNITED STATES,CONNECTICUT,_",41.62614193,-72.7262428
"UNITED STATES,GEORGIA,_",32.33057066,-83.25725603
"UNITED STATES,MARYLAND,_",39.47806367,-76.85363746
"UNITED STATES,MINNESOTA,_",46.34340632,-94.19911677
"UNITED STATES,NEW MEXICO,_",34.32485649,-105.9983506
"UNITED STATES,NEW YORK,_",40.7648,-73.9808
"UNITED STATES,OREGON,_",44.03288416,-120.2814117
"UNITED STATES,SAN FRANCISCO,_",37.7648,-122.463
"UNITED STATES,ST.LOUIS MO,_",37.97635269,-91.35459195
"UNITED STATES,TENNESSEE,_",35.98859494,-85.98233521
"WEST AFRICA,_,_",13.52,2.109
"MALAWI,_,_",-13.2158036349607,33.739163883354
"ARGENTINA,BUENOS AIRES,_",-34.60808,-58.375181
"ARGENTINA,JUJUY,JUJUY",-24.2053396,-65.3055553
"ARGENTINA,NEUQUEN,NEUQUEN",-38.957012,-68.12428
"ARGENTINA,CHACO,RES",-27.451954,-58.985687
"ARGENTINA,SALTA,SALTA",-24.787563,-65.409454
"ARGENTINA,BUENOS AIRES,LA PLATA",-34.91725,-57.95106
"ARGENTINA,BUENOS AIRES,MOR",-34.611344,-58.371466
"ARGENTINA,CHACO,SAE",-26.928289,-60.055795
"ARGENTINA,RIO NEGRO,BARILOCHE",-41.13463,-71.30961
"ARGENTINA,CORDOBA,CORDOBA",-31.383641,-64.202686
"ARGENTINA,FORMOSA,FORMOSA",-26.134491,-58.170225
"ARGENTINA,SANTA FE,_",-33.254547,-60.390915
"ARGENTINA,MENDOZA,MEN",-32.894984,-68.762126
"ARGENTINA,SANTA FE,ROSARIO",-32.960293,-60.657574
"ARGENTINA,TUCUMAN,SAN MIGUEL DE TUCUMAN",-26.828037,-65.20552
"ARGENTINA,CORRIENTES,CORRIENTES",-27.500995,-58.835829
"ARGENTINA,BUENOS AIRES,LAN",-34.60808,-58.375181
"ARGENTINA,BUENOS AIRES,MAR DEL PLATA",-38.0175666,-57.6005341
"ARGENTINA,MISIONES,POSADAS",-27.36819,-55.89393
"ARGENTINA,SANTA FE,SANTA FE",-31.618284,-60.70241
"ARGENTINA,CHACO,ROQUE SAENZ PEÑA",-27.467927,-59.00003
"ARGENTINA,CHUBUT,TRELEW",-43.251495,-65.30624
"ARGENTINA,LA PAMPA,_",-36.62035,-64.290576
"ARGENTINA,BUENOS AIRES,RCA",-34.686913,-58.374834
"ARGENTINA,MENDOZA,_",-32.898039,-68.829099
"ARGENTINA,CATAMARCA,_",-28.224209,-65.87439
"ARGENTINA,BUENOS AIRES,BUENOS AIRES",-34.60808,-58.375181
"ARGENTINA,MISIONES,MISIONES",-26.813281,-55.024408
"ARGENTINA,CATAMARCA,SAN FERNANDO DEL VALLE DE CATAMARCA",-28.469357,-65.779
"ARGENTINA,BUENOS AIRES,PIL",-34.45694,-58.911873
"ARGENTINA,BUENOS AIRES,SAN JUSTO",-34.67754,-58.56193
"ARGENTINA,SAN JUAN,SAN JUAN",-31.515392,-68.478123
"ARGENTINA,BUENOS AIRES,SI",-36.93261,-60.161655
"ARGENTINA,SAN LUIS,VILLA MERCEDES",-33.67479,-65.463005
"ARGENTINA,SANTA CRUZ,_",-47.756838,-65.894631
"ARGENTINA,JUJUY,LGSM",-24.185257,-65.299479
"ARGENTINA,BUENOS AIRES,MVA",-34.60808,-58.375181
"ARGENTINA,BUENOS AIRES,OLA",-34.414937,-58.581997
"ARGENTINA,BUENOS AIRES,QUI",-34.7243006,-58.2467199
"ARGENTINA,BUENOS AIRES,NAVA",-34.553069,-58.454258
"ARGENTINA,ENTRE RIOS,PARANÁ",-31.732327,-60.53004
"ARGENTINA,SANTA CRUZ,RGA",-47.756838,-65.894631
"ARGENTINA,TIERRA DEL FUEGO,USHUAIA",-54.80701,-68.30351
"ARGENTINA,SANTA FE,CAÑADA DE GOMEZ",-32.821697,-61.394463
"ARGENTINA,CHUBUT,PM",-42.756798,-65.10094
"ARGENTINA,BUENOS AIRES,RME",-34.60808,-58.375181
"ARGENTINA,BUENOS AIRES,ADROGUÉ",-34.797012,-58.39105
"ARGENTINA,CHACO,RESISTENCIA",-27.451954,-58.985687
"ARGENTINA,SAN LUIS,SAN LUIS",-33.306176,-66.32417
"ARGENTINA,JUJUY,SAN SALVADOR DE JUJUY",-24.184155,-65.30423
"ARGENTINA,BUENOS AIRES,PLA",-34.608633,-58.371445
"ARGENTINA,BUENOS AIRES,MAR",-38.0175666,-57.6005341
"ARGENTINA,BUENOS AIRES,MG",-34.416282,-58.775309
"BOLIVIA,_,_",-16.970662,-64.269605
"BRAZIL,SP,SAO PAULO",-23.586375,-46.589475
"BRAZIL,MT,CUIABA",-15.597598,-56.09951
"BRAZIL,DF,VAPARAISO DE GOIAS",-16.070993,-47.981655
"BRAZIL,DF,LUZIANIA",-16.254847,-47.95532
"BRAZIL,PR,CURITIBA",-25.432503,-49.272236
"BRAZIL,PR,CASCAVEL",-24.955603,-53.459095
"BRAZIL,PR,FOZ DO IGUACU",-25.540907,-54.583336
"BRAZIL,MG,BELO HORIZONTE",-19.921856,-43.937973
"BRAZIL,SC,SAO JOSE",-27.615065,-48.626534
"BRAZIL,BA,SALVADOR",-12.982129,-38.482414
"BRAZIL,SP,CAMPINAS",-22.90407,-47.060146
"BRAZIL,CE,FORTALEZA",-3.728777,-38.52128
"BRAZIL,PR,TOLEDO",-24.731441,-53.740456
"BRAZIL,RS,PORTO ALEGRE",-30.031565,-51.22783
"BRAZIL,RS,SAPUCAIA DO SUL",-29.819641,-51.161392
"BRAZIL,GO,GOIANIA",-16.691233,-49.26452
"BRAZIL,PA,ABAETETUBA",-1.725139,-48.886288
"BRAZIL,MG,VESPASIANO",-19.690893,-43.92209
"BRAZIL,MG,NOVA PONTE",-19.16656,-47.67352
"BRAZIL,MG,SANTA LUZIA",-19.770098,-43.850403
"BRAZIL,MG,CONSELHEIRO PENA",-19.1739,-41.47361
"BRAZIL,MG,SANTANA DO RIACHO",-19.169039,-43.715187
"BRAZIL,MG,RIBEIRAO DAS NEVES",-19.76665,-44.087082
"BRAZIL,SC,CONCORDIA",-27.232094,-52.026215
"BRAZIL,SP,ITAPECERICA DA SERRA",-23.716541,-46.84922
"BRAZIL,ES,SAO DOMINGOS DO NORT",-19.14558,-40.623287
"BRAZIL,PR,LONDRINA",-23.312115,-51.1575
"BRAZIL,PE,CASCAVEL",-7.861878,-35.547402
"BRAZIL,PR,APUCARANA",-23.55127,-51.459515
"BRAZIL,RS,RIO DO SUL",-30.129696,-51.324345
"BRAZIL,RJ,PARACAMBI",-22.609974,-43.710403
"BRAZIL,ES,VILA VELHA",-20.341227,-40.289757
"BRAZIL,MS,CAMPO GRANDE",-20.461523,-54.61053
"BRAZIL,MS,JUARA",-20.413276,-54.580065
"BRAZIL,SP,SJR PRETO",-23.511642,-46.61074
"BRAZIL,RJ,NOVA IGUACU",-22.759478,-43.453274
"BRAZIL,DF,BRASILIA",-15.795598,-47.890812
"BRAZIL,PR,SAO JOSE DOS PINHAIS",-25.536657,-49.201023
"BRAZIL,SP,BARRA BONITA",-22.498293,-48.56177
"BRAZIL,RS,PELOTAS",-31.768099,-52.341164
"BRAZIL,SP,TAUBATÉ",-23.025496,-45.55674
"BRAZIL,SP,FRANCA",-20.536749,-47.401836
"BRAZIL,SP,PAULINIA",-22.76503,-47.15015
"BRAZIL,SP,SJ RIO PRETO",-20.791596,-49.361351
"BRAZIL,MG,UBERLANDIA",-18.920391,-48.279297
"BRAZIL,MG,ITAUNA",-20.07392,-44.57892
"BRAZIL,SP,BARRETOS",-20.558971,-48.568882
"BRAZIL,SP,CAPIVARI",-22.999369,-47.50418
"BRAZIL,SC,SAO MIGUEL DO OESTE",-26.728073,-53.520153
"BRAZIL,AP,AMAPA",-0.008484,-51.080825
"BRAZIL,SP,PATROCINIO PAULISTA",-20.643202,-47.280712
"BRAZIL,SP,STO ANDRE",-23.658869,-46.531376
"BRAZIL,MG,ARAGUARI",-18.649395,-48.18992
"BRAZIL,RS,VALE REAL",-29.39633,-51.253643
"BRAZIL,PR,GUARAPUAVA",-25.394613,-51.467503
"BRAZIL,PR,MARINGA",-23.420961,-51.939854
"BRAZIL,PR,PONTA GROSSA",-25.093237,-50.16078
"BRAZIL,PR,NOVA FATIMA",-23.434175,-50.56302
"BRAZIL,SC,CRICIUMA",-28.67962,-49.37192
"BRAZIL,MG,ITABIRA",-19.624767,-43.225216
"BRAZIL,MS,CORUMBA",-18.99892,-57.65325
"BRAZIL,SP,JULIO MESQUITA",-22.011871,-49.788647
"BRAZIL,CE,CAUCAIA",-3.734478,-38.65704
"BRAZIL,RS,NOVO CABRAIS",-29.731997,-52.94629
"BRAZIL,CE,ITAPAGE",-3.6844,-39.585
"CHILE,METROPOLITANA,SANTIAGO",-33.352991,-70.248757
"CHILE,VIII,CURANILAHUE",-37.47577,-73.343285
"CHILE,IV,LA SERENA",-29.9059287,-71.247028
"CHILE,IX,TEMUCO",-38.713348,-72.561124
"CHILE,X,OSORNO",-40.575214,-73.13481
"CHILE,VI,RANCAGUA",-34.169926,-70.740685
"CHILE,VIII,LOS ANGELES",-37.47019,-72.352356
"CHILE,V,SAN FELIPE",-32.751453,-70.72465
"CHILE,II,ANTOFAGASTA",-23.654224,-70.400528
"CHILE,XV,ARICA",-18.4724767,-70.2891477
"CHILE,XVI,CHILLAN",-36.619306,-72.100505
"CHILE,III,COPIAPO",-27.365866,-70.3342
"CHILE,X,PUERTO MONTT",-41.47261,-72.9398
"CHILE,XII,PUNTA ARENAS",-53.16339,-70.907776
"CHILE,VI,SANTA CRUZ",-34.640133,-71.36663
"CHILE,XIV,VALDIVIA",-39.811342,-73.247172
"CHILE,VIII,CONCEPCION",-36.82662,-72.994292
"CHILE,VII,TALCA",-35.425029,-71.634874
"CHILE,V,VALPARAISO",-32.742094,-71.483026
"CHILE,IV,COQUIMBO",-31.635382,-71.168937
"CHILE,V,LOS ANDES",-32.841087,-70.600585
"CHILE,V,QUILPUE",-33.048027,-71.44297
"CHILE,V,VIÑA DEL MAR",-33.0055289,-71.5302556
"CHILE,II,CALAMA",-22.456477,-68.927275
"CHILE,VIII,TALCAHUANO",-36.712734,-73.11326
"CHILE,VIII,CORONEL",-36.9896602,-73.1572681
"CHILE,VII,CURICO",-34.998671,-71.232636
"CHILE,IX,ANGOL",-37.799362,-72.70919
"CHILE,V,QUILLOTA",-32.87318,-71.250053
"CHILE,X,CASTRO",-42.482883,-73.763504
"CHILE,V,SAN ANTONIO",-33.581287,-71.61345
"CHILE,I,IQUIQUE",-20.237015,-70.146887
"CHILE,VI,RENGO",-34.408802,-70.86073
"CHILE,IX,VILLARICA",-39.28257,-72.228563
"CHILE,VI,SAN FERNANDO",-34.587883,-70.98533
